n,fraction,vanilla_time,vanilla_rq,vanilla_rtree_time,vanilla_rtree_rq,gdbscan_time,gdbscan_rq,gdbscan_rtree_time,gdbscan_rtree_rq
100,0.1,0.002199220657348633,100.0,0.0015233516693115234,35.0
250,0.25,0.005870389938354492,250.0,0.004988622665405273,81.0
500,0.5,0.008822393417358399,211.0,0.012940740585327149,168.0
750,0.75,0.01503758430480957,261.0,0.04097447395324707,259.0
1000,1.0,0.01842918395996094,161.0,0.04711241722106933,358.0
